,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
4576,07VPp,6k1/p5p1/1p3r1p/1N1pR3/PP6/6Pb/5B1Q/3q2K1 w - - 1 35,e5e1 d1e1 f2e1 f6f1,964,260,100,10,mate mateIn2 middlegame sacrifice short,https://lichess.org/4k6fKXWO#69
4577,07VUw,8/6pp/2p5/p4kPK/1p5P/1PP5/8/8 w - - 0 36,c3b4 a5b4 g5g6 h7g6,1281,80,93,1785,endgame mate mateIn2 pawnEndgame short,https://lichess.org/ywuUm2tH#71
4578,07VYI,2r3k1/pp5p/6p1/5p2/3Pp3/8/PP3PPP/4R1K1 w - - 1 26,e1e2 c8c1 e2e1 c1e1,828,126,54,18,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/5A7cA5bq#51
4579,07Vao,R7/4N2p/4p3/2Pp2qk/3Pp1n1/PR2P1pP/6P1/6K1 w - - 1 33,h3g4 g5g4 b3b1 g4e2 g1h1 e2e3,2458,192,78,8,advantage endgame long,https://lichess.org/yFQbFp3Q#65
4580,07VlQ,r6r/p5pp/1n2R3/kp1p4/5B2/2P5/5PPP/R5K1 b - - 1 26,b6a4 f4c7,1720,210,13,24,endgame mate mateIn1 oneMove pin,https://lichess.org/ejCMGGNa/black#52
4581,07Vmc,8/1p6/8/8/pk1K1P2/8/6P1/8 w - - 0 46,f4f5 a4a3 d4d5 a3a2 f5f6 a2a1q,783,84,65,78,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/yvDKkZHC#91
4582,07Vwb,2b2Bk1/1p1p1ppp/8/1p1QP3/8/5K2/r4PPP/q4B1R b - - 1 19,g8f8 d5c5 f8e8 c5c8 e8e7 c8c5,2141,80,87,1080,crushing endgame fork long,https://lichess.org/8LgxbP42/black#38
4583,07W1f,1R6/5r2/8/k1pp2P1/8/1P2Kp2/5P2/8 b - - 0 47,f7f5 g5g6 f5g5 b8g8 a5b4 g6g7 b4c3 b3b4 g5e5 e3f4,2572,94,92,172,advancedPawn crushing endgame master quietMove rookEndgame veryLong,https://lichess.org/l6oREsMz/black#94
4584,07W2W,3r1k2/2p2r2/p4qpQ/2pp4/4pB2/P1P1P3/2PK1P2/7R b - - 1 30,f6g7 h6h8 g7h8 h1h8 f8e7 f4g5,1788,75,86,642,advantage endgame exposedKing long,https://lichess.org/Aef61mC4/black#60
4585,07W2i,q4rk1/1b1Q1ppp/1b6/4B3/P7/1P4P1/4PP1P/2R2RK1 w - - 1 24,d7b5 b7h1 c1c6 a8c6 b5c6 h1c6,2298,80,91,103,advantage long middlegame quietMove,https://lichess.org/Q2oiFLyo#47
4586,07WGq,r2k3r/ppp3p1/3b1p2/3qnNP1/3pR3/3P4/PP3PQ1/R1B3K1 b - - 9 25,e5d3 e4e8 h8e8 g2d5,1288,76,91,1848,crushing discoveredAttack middlegame short,https://lichess.org/85iIOBks/black#50
4587,07WLr,7r/2p1kppp/2Q5/2b2b2/4p3/2P1qPB1/Pr2N1PP/3RK2R w K - 1 23,c6c7 e7f6 d1d6 c5d6 c7d6 f5e6 d6d4 e3d4,1820,244,85,10,crushing defensiveMove middlegame veryLong,https://lichess.org/vjas7pFR#45
4588,07WRH,4rrk1/p2q2pp/1p2pn2/2bp2N1/5R2/P5NP/1PQ2PP1/4R1K1 b - - 4 24,d7d6 f4f6 f8f6 c2h7,1553,95,71,23,crushing kingsideAttack middlegame short,https://lichess.org/BWQs0l3q/black#48
4589,07WU6,4k3/5p2/p2Qb1r1/1p2Pp2/3p1P1p/1q5P/3PN2K/2R5 b - - 7 41,b3d5 c1c8 e6c8 d6d5,1763,75,93,1902,crushing deflection endgame short,https://lichess.org/Q7GDSph9/black#82
4590,07WYg,4r1k1/2q4p/p4Rp1/1pp5/8/2P5/PPQ3PP/7K w - - 1 26,h2h3 e8e1 f6f1 e1f1,675,80,97,497,endgame mate mateIn2 short,https://lichess.org/FhOb3Izt#51
4591,07WfH,r7/8/p6R/1p5n/2p1N2k/2P5/PP6/1K6 b - - 1 39,a8e8 h6h5 h4h5 e4f6 h5h4 f6e8,1483,75,97,15566,attraction crushing endgame fork long sacrifice,https://lichess.org/bKGuUzRd/black#78
4592,07WfL,1q3k2/8/3pRPp1/p1pP1P1p/1rP5/4Q3/7P/6K1 b - - 0 39,g6g5 e3g5 b4b1 g1g2 b8b2 g2h3,1975,130,100,20,crushing defensiveMove endgame long,https://lichess.org/Vb8I4IIf/black#78
4593,07WgS,8/3q3k/3p4/1p1Qpp1P/4Pp1b/1P3P2/P6K/6B1 w - - 0 43,g1c5 d7g7 h2h1 d6c5,1926,125,58,11,crushing endgame quietMove short,https://lichess.org/eifSKdrA#85
4594,07WlR,8/8/3N2pp/8/6b1/Pk2K1P1/5P2/8 b - - 2 51,b3a3 d6f7 g4d1 f7h6,2405,174,100,10,crushing endgame short,https://lichess.org/TM11dZv0/black#102
4595,07Wq3,5r2/4b1pk/2n1p1q1/1ppnp2p/7P/2PPNrP1/1P1NQPK1/2BR1R2 w - - 6 35,d2f3 d5f4 g2h1 f4e2,1758,74,82,308,crushing master middlegame pin short,https://lichess.org/6rGCe7ml#69
4596,07WtY,6k1/6pp/p7/1pb5/2pp4/P6P/1PP2PPK/RB2r3 b - - 2 24,c4c3 b1a2 g8f8 a1e1,1396,74,97,12172,advantage discoveredAttack endgame short,https://lichess.org/ZdIa2rNq/black#48
4597,07Wua,4r3/4bp2/2k5/2pb1Qp1/7p/7P/r1P2PPB/4R1K1 w - - 2 28,e1e5 a2a1 e5e1 a1e1,601,92,82,203,mate mateIn2 middlegame short,https://lichess.org/NonSPQZ9#55
4598,07XAT,2Q5/6kr/5p2/2br3q/P7/5PP1/5R1P/2R3K1 w - - 3 43,c1c5 d5d1 g1g2 h5h2,1630,92,60,30,endgame mate mateIn2 short,https://lichess.org/8A4eV51H#85
4599,07XDT,8/6p1/7p/pKP1pk2/5p2/7r/8/2R5 b - - 0 71,f4f3 c5c6 f3f2 c6c7 h3c3 c1c3 f2f1q c3c4 f1b1 b5a6,2339,87,80,37,advancedPawn advantage endgame rookEndgame veryLong,https://lichess.org/ehujcYnK/black#142
4600,07XKT,7k/4q3/Q4p2/p2b3p/8/4P1P1/PP3P1P/6K1 w - - 1 32,a6a5 e7e4 a5d5 e4d5,1236,75,92,1476,crushing endgame short,https://lichess.org/daeHHEUO#63
4601,07XZ1,4r1k1/5ppp/2p1b3/2B5/2PR4/6PP/5r2/2KR4 b - - 1 29,h7h6 d4d8 e8d8 d1d8 g8h7 c5f2,926,86,92,900,advantage endgame long,https://lichess.org/ULPeWwwC/black#58
4602,07XZG,r3k3/1p3pp1/2p1p3/p1PpP1rp/P4P2/2P4P/1P4P1/R4RK1 b q - 0 19,g5f5 g2g4 h5g4 h3g4 f5f6 e5f6,1621,74,96,12912,crushing endgame long rookEndgame trappedPiece,https://lichess.org/138lPZUw/black#38
4603,07Xhh,rn3Rk1/1b1r2p1/p3p1Np/1p4qQ/2p5/P1N1P2P/1PP3P1/3R2K1 b - - 2 22,g8h7 f8h8,1094,171,100,26,mate mateIn1 middlegame oneMove,https://lichess.org/zeG8ob3h/black#44
4604,07XjF,7k/6p1/p1qP2rp/8/8/Q6P/5PP1/3R2K1 w - - 1 39,f2f3 c6c2 g2g4 c2d1,1932,74,95,9013,crushing endgame short,https://lichess.org/TWE8LU6P#77
4605,07XxB,5k2/p4ppp/b1r1n3/3R4/8/3p1B2/P5PP/3R2K1 w - - 6 31,d5d8 e6d8 f3c6 d8c6,806,89,70,172,crushing endgame short,https://lichess.org/MgvukLzF#61
4606,07Xys,3r2k1/4nrpq/p7/1p1pR3/3PnN2/P2QP3/1P4RN/7K b - - 8 33,e7c6 e5h5 e4f2 g2f2 h7d3 f4d3 f7f2 d3f2,1298,461,100,3,crushing middlegame veryLong,https://lichess.org/3sQSDQSW/black#66
4607,07Y9I,8/5rpk/p1Qr4/1p2pq2/6p1/P1P2P2/1P4PP/3R3K w - - 0 32,d1d6 f5b1 d6d1 b1d1,600,85,96,500,backRankMate endgame master mate mateIn2 short,https://lichess.org/rjBrggTe#63
4608,07YCD,8/1P6/3b2p1/N1k2p1p/P1p1pP1P/2K3P1/8/8 b - - 2 67,c5b6 a5c4 b6b7 c4d6,703,95,66,286,crushing endgame fork short,https://lichess.org/bH42HEfZ/black#134
4609,07YD9,r5k1/1p3p1p/3Np1p1/P1n1P3/1r3P2/6PP/1P3R2/R5K1 w - - 1 27,f2d2 c5b3 d2d1 b3a1,1658,137,100,21,crushing endgame fork short,https://lichess.org/Q5MSxWCq#53
4610,07YE8,3r2rk/ppq5/6b1/2p1p1R1/2PbP2Q/1P6/P4P1P/3R3K b - - 0 39,h8g7 g5g6 g7g6 d1g1 g6f7 h4h7 f7e6 h7c7,1788,75,84,115,advantage attraction exposedKing middlegame sacrifice skewer veryLong,https://lichess.org/bkumMP6A/black#78
4611,07YH3,7k/p4p1p/4rp2/4q3/2Q5/1P6/P4PPP/3R1K2 w - - 5 28,c4d4 e5e2 f1g1 e2e1 d1e1 e6e1,1006,78,95,4396,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/52Kwtcvv#55
4612,07YH5,5rk1/5pp1/p1Pp3p/1p2pN2/1Pn1P3/P7/5PP1/2R3K1 b - - 4 34,f8c8 f5e7 g8f8 e7c8,944,87,87,75,crushing endgame fork short,https://lichess.org/Vi5eOwqA/black#68
4613,07YI2,1r6/2R5/1p1prnk1/5Np1/p5P1/P6P/1P3P1K/8 b - - 3 48,b8e8 c7g7,1181,153,76,22,endgame hookMate master mate mateIn1 oneMove,https://lichess.org/NKmZTxph/black#96
4614,07YWL,r1b2rk1/1p3pp1/p1q1p2p/3nP2N/1bPPN3/3B4/5KPP/2Q4R b - - 1 22,d5e7 e4f6 g8h8 h5g7,1847,101,81,24,advantage kingsideAttack master middlegame short,https://lichess.org/ZKOcAnC0/black#44
4615,07YXw,3rr1k1/ppq2ppb/2p1p3/4n1P1/5Q2/2P3NP/PP4B1/R3R1K1 b - - 1 24,f7f6 g5f6 g7f6 g3h5 e8f8 h5f6,2385,83,89,151,crushing kingsideAttack long middlegame,https://lichess.org/kTKI5IAk/black#48
4616,07YZh,rn1q4/pp3k1p/6p1/4pp2/2B1p3/1PP1P1Q1/5PPP/2b1K2R b K - 2 24,f7f6 g3h4 f6g7 h4d8,1012,76,83,61,crushing middlegame short skewer,https://lichess.org/BNjrhIL0/black#48
4617,07YZo,5rk1/p1p3pp/2p5/3p4/4p3/2N1B2q/PPPQ3R/R4rK1 w - - 1 22,a1f1 h3f1,1435,180,56,68,mate mateIn1 middlegame oneMove,https://lichess.org/Nv0hvW7H#43
4618,07Yag,1k6/1p5q/p1Q5/4p2r/P1P5/3P2Pr/5P2/1R2R1K1 w - - 1 34,g1f1 h3h1 f1e2 h1e1 e2e1 h5h1 e1d2 h1b1,2362,88,90,573,attraction crushing endgame skewer veryLong,https://lichess.org/m7vLK1MP#67
4619,07YcM,q4rk1/6p1/p2n3p/1p6/2p5/4RPK1/PP2Q2P/4R3 w - - 4 37,e3e6 d6f5 g3g2 f5d4 e2e4 d4e6,2034,74,95,1716,advantage endgame fork long,https://lichess.org/P7XCMyiW#73
4620,07Yw9,5r1k/p1p4p/3p2p1/3q1n2/1P2Np2/P6P/1Q3PP1/R5K1 b - - 2 28,h8g8 e4f6 f8f6 b2f6,833,98,86,445,crushing endgame fork short,https://lichess.org/bniK3QXg/black#56
4621,07ZBK,5rk1/pp4p1/5n1p/2p5/3pR2n/3P2qP/PPP2RP1/5QK1 b - - 5 25,f8d8 f2f6 g7f6 e4g4 g3g4 h3g4,1575,74,93,1020,advantage fork long middlegame sacrifice,https://lichess.org/a7WJ98Xr/black#50
4622,07ZWX,6k1/pp4p1/2p5/5r2/4n2Q/8/PPq2PPP/4R1K1 w - - 0 24,h4e4 c2f2 g1h1 f2f1 e1f1 f5f1,1041,74,96,1173,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/tpX5MPIq#47
4623,07Zk9,4r3/p7/2p3kp/1p6/5R2/1B1P3P/PPP3PK/4r3 b - - 2 34,e1b1 b3f7 g6g5 f4g4,1670,74,79,160,crushing endgame fork short,https://lichess.org/SM6PmWFf/black#68
4624,07Zkj,8/3Q1pp1/3p2k1/2qPp3/4PbK1/8/5PB1/8 b - - 13 47,c5f2 d7f5 g6h6 f5h5,1291,76,82,277,endgame mate mateIn2 short,https://lichess.org/lQUaA2p8/black#94
4625,07Zoi,7k/7p/1p6/1P6/P4p2/4pP1P/3rR3/5K2 b - - 2 41,h7h5 e2d2 e3d2 f1e2 d2d1q e2d1,1417,77,95,5890,crushing endgame long rookEndgame,https://lichess.org/ti8XGlJ9/black#82
4626,07a30,5rk1/p5b1/bq4pB/8/4Q2R/2P5/PP3PPP/5RK1 w - - 15 27,f1d1 b6f2 g1h1 f2f1 d1f1 f8f1,1033,74,100,1733,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ZKgTogdF#53
4627,07a9p,2b3k1/p1Nnp3/1p4p1/2q2n1p/8/6PP/PPP2K2/RN1QR3 w - - 3 22,f2g2 c8b7 d1d5 b7d5,2063,96,20,28,crushing middlegame short,https://lichess.org/qeL4OltF#43
4628,07aAH,2q3k1/p4pp1/8/1Q4Pp/5P2/4bR1b/PP2P2K/8 b - - 1 29,c8g4 b5e8 g8h7 e8e4,2116,76,84,197,crushing endgame fork short,https://lichess.org/1LXbCZzf/black#58
4629,07aEe,r3r1k1/p3Rp1p/1p4p1/2nR4/4P1PP/2P5/P3NK2/8 w - - 7 29,d5e5 c5d3 f2e3 d3e5 e7e8 a8e8,926,84,95,689,crushing endgame fork long,https://lichess.org/WG3iotA0#57
4630,07aIb,r2q1k2/pp3ppb/2p4p/3pQ2P/1P6/P1N1R3/5PP1/6K1 b - - 2 27,d8e8 e5d6 f8g8 e3e8,1247,73,97,11577,advantage discoveredAttack endgame short,https://lichess.org/e9HMvBIz/black#54
4631,07aKu,6k1/5p1p/3p4/4qp2/1Q3B2/7P/6PK/r7 b - - 1 34,e5c5 b4b8 g8g7 b8b2 f7f6 b2a1,1771,76,95,10387,advantage endgame fork long,https://lichess.org/FP9xAJUE/black#68
4632,07aT5,r3rb2/1ppnk1pB/8/p3p1N1/PnPp1PQ1/1P2q3/1B6/RK4R1 b - - 2 25,e3f4 g4e6 e7d8 g5f7 f4f7 e6f7,1810,82,87,50,advantage exposedKing long middlegame,https://lichess.org/Lczoc6lj/black#50
4633,07acA,7Q/3kn3/3p4/5p1P/4p3/1P1q4/P1p2P2/K1R5 w - - 0 43,h8c3 d3c3,600,90,90,215,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/FYpnGUEg#85
4634,07ap0,8/8/1p1b4/p1p2k2/P1Pp2p1/1P1P1P2/3B2K1/8 b - - 2 36,g4g3 d2e1 d6e7 e1g3,2047,75,87,405,bishopEndgame crushing endgame master short,https://lichess.org/uFipkC8c/black#72
4635,07avT,r4rk1/1p3p1q/2pb2pP/p1n3Q1/P1P1p1RN/3p4/1P3P1P/R1B3K1 b - - 1 26,c5e6 g5f6 a8e8 h4g6 h7g6 g4g6 f7g6 f6g6,2198,76,95,714,advantage kingsideAttack middlegame veryLong,https://lichess.org/1XGED2lR/black#52
4636,07axS,r5k1/2p2pp1/p1np4/1p2q1NQ/5P2/2P4P/P5PK/R1B1r3 b - - 0 21,e5f6 h5h7 g8f8 h7h4 f6f5 h4e1,2493,87,91,61,advantage long middlegame,https://lichess.org/CMHAXeNi/black#42
4637,07ay6,3q4/5k2/p7/1p4p1/2p3K1/2P4P/PP2Q3/8 b - - 0 34,d8d3 e2d3 c4d3 g4f3 d3d2 f3e2,1975,81,89,54,crushing endgame long queenEndgame,https://lichess.org/oqMWt7Aj/black#68
4638,07b41,8/6p1/5n2/p1p3Bp/PpBp4/1P1P1kP1/5P1b/5K2 b - - 1 35,h5h4 g5h4 g7g5 h4g5,2242,77,86,295,crushing endgame short,https://lichess.org/S2RFoQv9/black#70
4639,07b7A,r3r1k1/2p2ppp/1b4q1/3Rp1B1/4n3/2P2N1P/PPQ3PK/R7 w - - 0 22,d5e5 e4g5 e5e8 a8e8 c2g6 g5f3,2261,77,93,84,crushing long middlegame sacrifice,https://lichess.org/gdg8P1G2#43
4640,07bMa,1r4k1/pb1p1ppp/1p6/8/3Q1Nq1/B7/P4PPP/R4nK1 w - - 4 23,g1f1 b7g2 f1e1 b8e8 e1d2 e8e4 d4d6 g4f4 d6f4 e4f4,1861,127,76,10,crushing middlegame veryLong,https://lichess.org/rzwGcdRk#45
4641,07bR7,8/8/2B5/2R4p/3p1K1k/3Pn2b/P1P4p/8 w - - 1 46,c6e8 e3g2 f4f3 g2e1,1775,98,68,20,crushing endgame short,https://lichess.org/ptiqknoq#91
4642,07bU4,4r2k/2r1P3/p2pq1p1/1p3P1p/8/P1P5/1P6/2K3RR b - - 0 29,g6f5 h1h5 e6h6 h5h6,1072,92,94,442,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/4PcFyyqA/black#58
4643,07bVG,4r1k1/p2n1ppp/8/2p5/8/2b3B1/PPP2PPP/3R2K1 w - - 0 23,d1d7 e8e1,620,107,69,166,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/QtCUUbu2#45
4644,07bZf,4r3/8/p7/1p2k2P/2p1bR2/P1K1B3/1PP3p1/8 w - - 2 36,h5h6 e8g8 f4h4 g8g3,2674,83,93,347,crushing endgame pin quietMove short,https://lichess.org/aQq4FNrG#71
4645,07bbw,8/8/8/1kp5/p3pK2/P3R3/1PP5/4r3 b - - 3 48,e1e3 f4e3 b5c6 e3e4,1500,500,100,0,crushing endgame short,https://lichess.org/y5wyQuef/black#96
4646,07bmr,4rr1k/6pp/p5q1/1p6/3P1Pb1/2P5/PP1N1P1P/R3R1KQ w - - 1 26,e1e8 g4h3 h1g2 g6g2,1958,75,95,700,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4EStTy95#51
4647,07byI,r1bqn1k1/6b1/p1R4p/1p1Pp2Q/4B3/4B1P1/PP5P/6K1 b - - 3 22,e8d6 e3h6 d6e4 h6g7,1677,110,52,18,advantage middlegame short,https://lichess.org/gE3nrJjg/black#44
4648,07byL,4rrk1/2p3p1/p5q1/1p5p/8/2P1BPN1/PP3Q1P/R5K1 w - - 0 23,h2h4 e8e3 f2e3 g6g3,1191,75,87,237,crushing deflection master middlegame short,https://lichess.org/KTP7ztyx#45
4649,07c3Z,3r1bn1/pq1kp1p1/2p5/5p2/5B2/6P1/P3Q3/3RK1R1 b - - 1 22,d7e8 e2h5 g7g6 h5g6,1535,186,100,21,mate mateIn2 middlegame short,https://lichess.org/FvaYivgz/black#44
4650,07c3h,5r2/R5bp/2p4k/5B2/4N1P1/5P2/2r4P/7K b - - 0 34,f8b8 g4g5 h6h5 e4g3,2002,75,91,361,advantage endgame short,https://lichess.org/KvIhG3cH/black#68
4651,07c5j,5r1k/p7/2pp2Q1/2p5/P2qP3/1P1P4/2P2r1P/6RK b - - 0 28,f2f7 g6h6 f7h7 h6f8,1255,75,93,1610,deflection endgame mate mateIn2 short,https://lichess.org/KwvALP7g/black#56
4652,07cUE,r4r2/2pk1q1p/2pp3b/4pp2/PN2P3/1P1Q1NP1/2P2P1P/R4K2 w - - 0 21,e4f5 f7f5 d3f5 f8f5,1257,77,93,877,advantage middlegame short,https://lichess.org/e5tzXQlA#41
4653,07cYB,1r6/8/3R4/pp3k2/2pP1p2/P1P2b1r/1P3P1K/6R1 w - - 0 37,h2h3 b8h8 d6h6 h8h6,999,76,94,932,endgame mate mateIn2 short,https://lichess.org/8mILNo1z#73
4654,07cZh,6k1/1q3ppp/pp2pb2/4Nn2/P4PP1/2N4K/1P1Q3P/8 b - - 0 31,f5h6 g4g5 f6e7 g5h6,1247,75,97,3165,crushing endgame fork master short,https://lichess.org/MOCrwyOd/black#62
4655,07cbK,r4rk1/p4Np1/7p/1ppN4/3bP2q/3P3b/PPP3P1/R2Q1R1K w - - 1 20,f1f4 h3g4,1719,96,72,161,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/EYLnZpV9#39
4656,07ccL,6k1/pp1n1pp1/4qnp1/3Np1B1/BP1bP1P1/P4Q1P/2r2P2/5RK1 b - - 3 27,c2c8 a4d7 f6d7 d5e7 e6e7 g5e7,1721,85,47,45,crushing fork long middlegame,https://lichess.org/zQauYmfO/black#54
4657,07cjT,5rk1/7n/2p1p3/1q2Pp1p/3P1PpP/R3N1P1/1rQ5/3RK3 w - - 0 29,c2c5 b5e2,1174,164,100,50,mate mateIn1 middlegame oneMove,https://lichess.org/ChDma0u7#57
4658,07ckQ,6k1/p3rp2/1p1p2b1/3P1qQ1/PP1B2p1/8/5PPK/2R5 b - - 1 32,f5g5 c1c8 e7e8 c8e8 g8h7 e8h8,731,88,76,165,endgame long mate mateIn3,https://lichess.org/iLeeyZKb/black#64
4659,07clM,4r2k/pp4r1/8/8/4P1qb/4QR1p/PP2R3/5B1K b - - 5 35,e8e4 f3f8 h8h7 e3e4 g4e4 e2e4,1816,77,95,6161,crushing exposedKing intermezzo long middlegame,https://lichess.org/eOsCQ0hJ/black#70
4660,07cnI,r5k1/6b1/1Q6/2pq4/2N2p1P/3P3K/8/5R2 w - - 0 40,b6d6 d5f5 h3h2 a8a2,1583,75,98,832,crushing endgame master short,https://lichess.org/5mem6y85#79
4661,07cnl,Q7/4kppp/4p3/p7/3q4/3P4/P4PPP/R5K1 w - - 1 23,a8a5 d4a1 a5e1 a1e1,883,206,100,16,endgame hangingPiece mate mateIn2 short,https://lichess.org/F5mMQhqy#45
4662,07ctd,8/4R1pk/p4p2/3Np2p/1P6/1r4KP/8/8 w - - 6 42,g3h4 h7h6 e7g7 h6g7,1719,74,87,1295,crushing endgame short,https://lichess.org/2DXsvnqX#83
4663,07ctt,2nr3r/1k6/1p1p4/Q1p1p3/P1P1Pqpp/2B5/2PN1PPP/1R3RK1 w - - 2 25,g2g3 h4g3 f2g3 f4e3 g1h1 d8d7,2017,187,100,6,crushing defensiveMove long middlegame,https://lichess.org/Ahd8kMJx#49
4664,07dDS,3r2k1/pp1r1p1p/6p1/3q4/3R3P/P7/1P2QPP1/3R2K1 b - - 0 26,d5c6 d4d7 d8d7 e2e8,1337,74,97,5641,crushing endgame master short,https://lichess.org/8LHkrlnh/black#52
4665,07dFi,k3r3/pp1N4/5pr1/P2pp2p/1PqP2BP/2P3Q1/6K1/R1B5 w - - 0 27,d7b6 a7b6 c1g5 h5g4 a5b6 a8b8,2350,79,85,280,advantage defensiveMove long middlegame,https://lichess.org/Z22EHuvt#53
4666,07dGo,8/4r1k1/3Q1b2/5Pp1/6P1/5K1p/8/8 w - - 0 64,f3g3 f6e5 g3h3 e5d6,1320,75,100,593,crushing endgame fork master short,https://lichess.org/gjIjtbbL#127
4667,07dIH,r6k/4n2p/2p2p2/pp1p1p2/2n5/1qNRP1P1/4NPBP/K1B4R b - - 1 24,b5b4 e2d4 b3c3 d3c3,1636,76,77,125,advantage middlegame short trappedPiece,https://lichess.org/3PCmHq0C/black#48
4668,07dJc,r7/rp6/2p3R1/3p1R1p/5p1k/1PKP4/2P2P2/8 b - - 1 32,a8h8 f5f4 h4h3 g6g3 h3h2 f4h4,1190,77,82,70,endgame long mate mateIn3 rookEndgame,https://lichess.org/7MfzwQpx/black#64
4669,07dOO,8/5p2/1P1k4/3P2p1/p1K2p2/1r6/1R4P1/8 w - - 1 41,b2b3 a4b3 b6b7 d6c7,1202,75,92,666,crushing endgame short,https://lichess.org/Dmtnp6TE#81
4670,07dRY,r4rk1/1pp3p1/p1n1q2p/3p4/3P1p1N/2P1P3/PPQ1KP2/6RR w - - 0 20,g1g7 g8g7 h1g1 g7f7 c2h7 f7e8,1755,75,90,1017,crushing hangingPiece long middlegame pin,https://lichess.org/dGcg6UTV#39
4671,07dUi,4r1k1/1b1n1p1p/1p4p1/p2P4/P2P1qn1/B2B4/2Q2PPP/2R2NK1 w - - 0 24,f1g3 e8c8 c2c8 b7c8 c1c8 g8g7,2043,74,96,906,advantage long middlegame,https://lichess.org/kApbkC94#47
4672,07dVd,6k1/ppp3pp/2n4q/3p4/3P4/2P5/PPB1Q1P1/1K2b3 b - - 1 23,h6f6 e2e8 f6f8 c2h7 g8h7 e8f8,1538,115,87,14,crushing deflection endgame fork long,https://lichess.org/GFrmTSat/black#46
4673,07dgW,4b3/8/pp1p1p2/2pPpP2/P1P1P2k/1P6/5K2/3N4 w - - 0 35,f2f3 e8h5 f3e3 h5d1,648,78,100,203,crushing endgame master short skewer,https://lichess.org/Rk2mjhVZ#69
4674,07djI,r2q1rk1/pp4p1/1bp4p/3pPPn1/3P4/3Q1NBP/PP3P2/R3R1K1 w - - 5 25,g3h4 g5f3 d3f3 d8h4,947,88,95,1089,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/lDkra2Re#49
4675,07dkk,r4rk1/5pp1/2p4p/2P5/2p5/1nN4P/RP3PP1/1K5R w - - 4 25,a2a4 a8a4 c3a4 f8a8 b1c2 a8a4,1722,73,93,5802,clearance crushing endgame long,https://lichess.org/3ssIYyNZ#49
4676,07duz,2r2rk1/2p3pp/2n1pq2/p2b4/3P4/P1Q2NP1/3R1PBP/2R3K1 w - - 2 22,c1e1 d5f3 c3f3 f6f3 g2f3 f8f3,998,75,95,344,crushing long middlegame,https://lichess.org/fQEGTHeh#43
4677,07dw2,8/6B1/p3kn2/1p5P/6K1/8/8/8 w - - 0 45,g7f6 e6f6,947,198,-17,8,crushing endgame oneMove,https://lichess.org/GD0i8jzY#89
4678,07dzz,5rk1/ppq2pp1/7p/2bQN3/6P1/2B4P/PPb2P2/4R1K1 w - - 0 24,e5d7 c7g3 d5g2 c5f2,1874,77,80,83,crushing kingsideAttack master masterVsMaster middlegame pin short,https://lichess.org/M2lBjTsu#47
4679,07e18,1k5r/1pbR1pp1/p7/2B2q2/2Q5/6p1/PPP2P1P/5RK1 w - - 0 26,d7c7 g3h2 g1g2 f5h3 g2h1 h3f3,1903,97,43,27,advancedPawn endgame long mate mateIn3,https://lichess.org/oj5bbQyA#51
4680,07eAs,r3r1k1/p4p2/2pR2pB/1p6/2b1q3/P1P3Q1/2P2PPP/3R2K1 w - - 0 23,d6d4 e4e1 d1e1 e8e1,911,85,93,673,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/geiVIriS#45
4681,07eCG,4r1k1/5p2/2nB3p/pq1P2p1/8/1Bb2P1P/3R1P2/3Q2K1 w - - 1 37,d2d3 e8e1 d1e1 c3e1,1428,76,67,89,crushing fork middlegame short,https://lichess.org/LNOerJdT#73
4682,07eR9,3r2k1/5pp1/pp2p2p/1qr5/4N1R1/1P2PQ2/P3nPPP/R6K b - - 7 26,c5d5 e4f6 g8f8 f6d5,1516,189,100,17,crushing middlegame pin short,https://lichess.org/HbRY1PGr/black#52
4683,07eS5,6k1/5pp1/7p/2P5/4P3/2R2P2/3r3r/2R2K2 w - - 1 43,c5c6 h2h1,1179,80,92,848,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/t5O0Csa0#85
4684,07egd,8/6p1/1p1q3p/p2P4/2P3Pk/4Q2P/8/7K b - - 2 39,a5a4 h1g2 d6f6 d5d6,2655,107,88,858,crushing endgame queenEndgame short,https://lichess.org/Y16zMiun/black#78
4685,07ele,3rr1k1/2q2p1p/p3pbpB/2pB4/2Pn4/P3Q2P/5PP1/3RR1K1 b - - 1 25,e6d5 e3e8 d8e8 e1e8,827,98,47,31,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4tqIlKn1/black#50
