,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
1155,01uFt,2k1q3/pp1r4/6p1/3p4/6Q1/1B6/PPP5/1K1R4 w - - 0 33,d1d5 e8e1 d5d1 e1d1 g4d1 d7d1,643,91,54,31,backRankMate endgame long mate mateIn3,https://lichess.org/HCzogcJU#65
1156,01uGJ,4r1k1/Bp1b1p1p/3p1Qp1/4p3/1P2P3/P6P/B4PPK/2q5 b - - 0 25,d7e6 a7e3 c1e3 f2e3,1768,75,93,2147,advantage endgame short,https://lichess.org/D0ZjugwL/black#50
1157,01uH8,3r4/R1R5/6pk/p2r3p/3p1P2/7P/6P1/7K b - - 5 50,g6g5 f4f5 d5d7 c7d7 d8d7 a7d7,2343,80,98,66,crushing endgame long quietMove rookEndgame,https://lichess.org/CjFkBz3M/black#100
1158,01uIa,2r2rk1/1p4p1/p3p2p/3p1p1q/8/2P1R3/PP1N1P2/RQ3K2 w - - 0 25,d2f3 f5f4 e3d3 e6e5,1974,178,56,8,crushing defensiveMove middlegame short,https://lichess.org/W6FZAi1T#49
1159,01uSL,q7/5pkp/1n2pnp1/2p1p3/1p6/1P1PNN1P/2PQ1PP1/6K1 w - - 0 24,f3e5 a8a1 e3f1 a1e5,1172,75,93,1602,crushing endgame fork master short,https://lichess.org/r1oPr9h5#47
1160,01ujj,8/K7/8/6kp/8/8/P7/8 w - - 0 46,a7b7 h5h4 a2a4 h4h3 a4a5 h3h2 b7b8 h2h1q,634,103,88,507,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/VOofa0Hd#91
1161,01upx,4r1k1/1p1r1pp1/p6p/3p2q1/PPnB4/4PQ2/2R2PPP/2R3K1 b - - 0 24,e8e4 c2c4 d5c4 f3e4,1437,439,100,2,crushing deflection middlegame short,https://lichess.org/ELHziFGE/black#48
1162,01ur6,r2q2k1/4p1b1/5pN1/2p2Qp1/8/1p1P2P1/1PPK2P1/7R b - - 1 28,b3c2 f5e6,1459,78,90,866,endgame mate mateIn1 oneMove,https://lichess.org/bZrVblU1/black#56
1163,01uzu,1r6/3k4/3p1p2/2p1p1p1/2PBP1Pp/Pp1P1P1P/1K6/1R6 b - - 0 42,c5d4 a3a4 b8b7 b2a3,1910,75,81,102,crushing endgame quietMove rookEndgame short,https://lichess.org/yHuaUKKZ/black#84
1164,01v6D,3rr1k1/p6p/2Q2pp1/5b2/1P6/2P5/P2NqPPP/R1KR4 b - - 0 25,d8d2 d1d2 e2e1 d2d1,1240,76,91,485,advantage middlegame short,https://lichess.org/oX1ErHWm/black#50
1165,01vPy,8/4k3/4n3/8/2P3PP/P2Q4/6K1/r7 w - - 17 55,g4g5 e6f4 g2f3 f4d3,878,76,97,691,crushing endgame fork short,https://lichess.org/igbxGmO9#109
1166,01vUA,r4rk1/p1pN3p/1p2pppP/8/8/2B5/PPP3b1/2K2R1R b - - 1 23,f8f7 d7f6 f7f6 c3f6,2047,75,91,1733,advantage kingsideAttack middlegame short,https://lichess.org/hRdjeCoO/black#46
1167,01vYY,2b5/4qpkp/3n1bp1/3B4/3N4/5N1P/2Q2PP1/6K1 w - - 2 30,c2b3 f6d4 f3d4 e7e1,1070,75,96,3731,advantage middlegame short,https://lichess.org/kIFrwg3a#59
1168,01vf9,8/1pp2Rpk/3p3p/1q1Pb3/4P3/3P4/5Q1P/1r3B1K b - - 1 32,e5f6 f2f6 b1f1 f6f1,2015,76,91,1734,crushing endgame master pin short,https://lichess.org/s3zc1GsU/black#64
1169,01vj4,8/8/p7/5k2/2npb2P/P2p2P1/5R2/4K3 b - - 1 44,f5g4 f2f4 g4g3 f4e4,882,252,100,10,crushing endgame fork short,https://lichess.org/SY8cjodN/black#88
1170,01vxK,6rk/1R3Qp1/6Pp/p6P/8/2PP1p2/K7/3q4 b - - 0 50,d1d3 f7g8 h8g8 b7b8 d3d8 b8d8,1304,89,60,47,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/Jz82SN2j/black#100
1171,01vys,8/8/4p1k1/5qp1/8/6QP/5PK1/8 w - - 13 94,g3d6 f5d5 d6d5 e6d5 g2f3 g6f5 f3e3 f5e5 e3d3 d5d4 f2f3 e5d5,2339,85,76,67,crushing defensiveMove endgame master masterVsMaster queenEndgame quietMove veryLong zugzwang,https://lichess.org/1c1XWvJg#187
1172,01w3s,r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1069,74,97,2716,endgame mate mateIn2 short,https://lichess.org/vDbgzIXr/black#42
1173,01wET,6k1/1P1B1p2/4p3/3pP1Pp/P4K1P/2r5/1R3QP1/2q5 w - - 5 39,f2d2 c1f1 d2f2 f1c4 f2d4 c4d4,2041,74,95,3628,endgame long mate mateIn3,https://lichess.org/4SBlrc5J#77
1174,01wOq,2r3k1/6p1/3q3p/1R1Pp2P/P1p1p3/2Q3P1/5P2/5K2 b - - 1 36,c8c5 c3b4 d6d5 b5c5,1668,203,100,7,crushing endgame master short,https://lichess.org/Ieh2qhFK/black#72
1175,01wS5,b5rk/6p1/qNpQR2p/5p2/3P4/5P2/1P4PP/6K1 b - - 1 32,a6b6 e6h6 g7h6 d6h6,1019,75,100,1406,endgame mate mateIn2 sacrifice short,https://lichess.org/lVaVeCfQ/black#64
1176,01wbG,1Q2nkr1/5p2/3p2b1/2pP4/2P1p3/4P1B1/P2KBPP1/7q b - - 0 24,h1a1 g3d6 f8g7 d6e5 e8f6 b8g8 g7g8 e5a1,1817,282,82,2,crushing fork middlegame pin veryLong,https://lichess.org/29CcWUyx/black#48
1177,01wdX,5qk1/p2nN1pp/5r2/1p1p2N1/2pP4/2P5/PPQ3PP/5RK1 b - - 0 24,f8e7 c2h7 g8f8 h7h8,938,75,97,2111,endgame kingsideAttack mate mateIn2 short,https://lichess.org/8iV5yCBV/black#48
1178,01wvH,2r3k1/pp1b1ppp/4p3/q2nP3/PbNP4/1P1Q1N2/4BKPP/5R2 b - - 1 21,d5f4 d3e4 a5c7 e4f4,1676,193,-33,12,advantage middlegame short,https://lichess.org/7i3OIQCx/black#42
1179,01wxe,8/8/4k1p1/1p1p3p/pP3P1P/P1P3K1/8/8 w - - 3 52,g3f3 e6f5 f3e3 f5g4,1220,87,100,66,crushing endgame pawnEndgame short zugzwang,https://lichess.org/tIu8wbe8#103
1180,01x2C,4r3/4r3/3kP2p/pppPRRpP/3pKpP1/1P3P2/1P6/8 b - - 1 46,e8c8 f5f7 e7f7 e6f7,1091,78,91,380,advancedPawn crushing endgame rookEndgame short,https://lichess.org/CSvEgmUa/black#92
1181,01x7T,3r1bk1/7p/3P2p1/RP3p2/1q2pP1P/1B1p2P1/Q6K/8 b - - 0 42,g8g7 a5a7 g7h6 b3g8 f8g7 a7g7 d8g8 a2g8,2515,109,90,782,crushing endgame master veryLong,https://lichess.org/IU4Qd45l/black#84
1182,01xBJ,1kr5/6RP/1pp5/7r/p1P5/8/PP3PP1/6K1 b - - 3 45,c8h8 g7g8 b8c7 g8h8,966,92,94,228,crushing endgame rookEndgame short,https://lichess.org/cRnr7YrG/black#90
1183,01xC6,4r1k1/pp4n1/2p2Q2/2P5/P2P1P2/2q5/2P3R1/6K1 b - - 1 30,e8e1 g1h2 e1e7 f6e7,1292,75,92,326,crushing endgame short,https://lichess.org/FU4475Fl/black#60
1184,01xdR,5rk1/1q3ppb/4p2p/B2p4/3Pn2N/Q3P2P/Pr2BPP1/2R1K2R w K - 2 21,f2f3 e4g3 e2a6 b7a6 a3b2 a6a5,1500,500,100,0,crushing long middlegame,https://lichess.org/g5Xmz5rK#41
1185,01xkD,r3r3/2R2pkp/4p1p1/pR4P1/5P2/B1b5/P6P/5K2 b - - 4 28,a8c8 c7c3 c8c3 a3b2 g7f8 b2c3,1680,74,93,1362,attraction crushing endgame long pin sacrifice,https://lichess.org/YtQdfMJp/black#56
1186,01xnx,7k/ppp3p1/1b4qp/5b2/1P3R2/PQ6/2RBrPPP/6K1 b - - 11 25,f5c2 f4f8 h8h7 b3g8,1125,75,90,608,mate mateIn2 middlegame short,https://lichess.org/THPDCFZf/black#50
1187,01xuT,8/kp2R1p1/pr5q/3Q4/8/P1P5/1P6/K7 w - - 3 37,d5d4 h6c1 a1a2 c1b2,1358,75,69,370,endgame mate mateIn2 short,https://lichess.org/qvWhvBKj#73
1188,01xuW,3rb1k1/6p1/p1p2q1p/1pP1N3/3P4/P3R2P/1P4P1/3Q2K1 w - - 5 35,e3f3 f6e5 d1b3 e5d5,1707,74,87,541,crushing endgame short,https://lichess.org/tQSpXCuc#69
1189,01xyJ,8/7p/5Kpk/5p2/8/4p1Pr/8/4R3 b - - 3 43,h3g3 e1h1 g3h3 h1h3,948,89,95,449,endgame mate mateIn2 rookEndgame short,https://lichess.org/8nzH0Au5/black#86
1190,01yBt,4k1r1/2pN3Q/pq3r2/1p6/1P6/P2B3P/7K/3b4 w - - 22 44,d7b6 f6f2 h2h1 d1f3,1069,75,91,168,endgame mate mateIn2 short,https://lichess.org/QNy71vca#87
1191,01yHG,6r1/ppR2pr1/1q1pk3/4p3/P6p/1P3Q1P/5PB1/2R3K1 w - - 5 34,g1h2 g7g2 f3g2 g8g2,849,86,86,209,advantage middlegame short,https://lichess.org/7VfaP9Wq#67
1192,01ySE,2k5/6K1/2q2pQ1/p7/8/6P1/7P/8 w - - 0 66,g6f6 c6f6 g7f6 a5a4,1215,113,71,22,crushing defensiveMove endgame queenEndgame short,https://lichess.org/xLCcgJbV#131
1193,01ySx,3r2k1/p4q1p/1p4p1/8/1P2p3/P3P3/1Q1r1PPP/2R1R1K1 w - - 0 27,b2e5 f7f2 g1h1 f2g2,1095,75,96,1752,endgame mate mateIn2 short,https://lichess.org/pyuPWjq8#53
1194,01yU9,4r1k1/pp3ppb/1qpb4/3pnPP1/3N4/2N4Q/PPPB2B1/R5K1 w - - 4 23,d2e3 b6b2 a1f1 b2c3,2084,77,89,1253,advantage fork middlegame short,https://lichess.org/6zZ2hANU#45
1195,01yWZ,8/4r1pk/R6p/4p1P1/3pn2P/8/6K1/8 b - - 0 44,e4c3 g5g6 h7h8 a6a8 e7e8 a8e8,1438,437,100,7,endgame long mate mateIn3,https://lichess.org/6XfujWVE/black#88
1196,01yjb,4r1k1/pp1b3p/2p1r1qB/3p3p/4pQ2/8/P5PP/R4R1K b - - 9 29,g6g4 f4f8 e8f8 f1f8,1748,132,67,45,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/6VnOzMUA/black#58
1197,01ykJ,1r6/R5p1/p1b1k3/2P5/8/2n1P3/1R3PpP/6K1 w - - 0 31,b2b8 c3e2,697,79,94,319,endgame mate mateIn1 oneMove,https://lichess.org/7ruSLauv#61
1198,01yo0,1r6/2qk1p1R/p1rp2n1/1p2p1Q1/4Pp2/2P5/PP1R1BP1/1K6 b - - 9 31,d7c8 g5f5 c7d7 h7f7 d7f5 e4f5,1691,332,100,4,crushing long middlegame,https://lichess.org/i8i8s0eQ/black#62
1199,01yqP,2k5/5p2/p1B2p2/8/2P1N1K1/3p2P1/PP6/5r2 w - - 0 33,c6a4 f6f5 g4h3 f5e4,1120,75,96,4056,crushing endgame fork short,https://lichess.org/WZyI7GAL#65
1200,01ysM,3r3k/4Rppp/p2P4/8/6P1/8/P6P/6K1 b - - 0 34,f7f6 d6d7 h8g8 e7e8 g8f7 e8d8,1008,75,100,216,advancedPawn crushing endgame long rookEndgame,https://lichess.org/4FtM96uI/black#68
1201,01yso,7k/R7/5P2/6K1/8/5r2/7p/8 w - - 0 67,a7a1 f3g3 g5f4 g3g1 f6f7 h8g7 f7f8q g7f8,1880,165,88,11,crushing endgame rookEndgame veryLong,https://lichess.org/fQJpXBji#133
1202,01yvN,5r1k/pQR4p/2p3p1/3p4/P3prK1/2N5/7P/8 w - - 4 34,g4g5 f8f5 g5h6 f4h4,721,235,54,3,endgame mate mateIn2 short,https://lichess.org/TtgFejaO#67
1203,01z0l,6k1/1bq1pp1p/3p2p1/3P4/1pPQ4/1P1B3P/r4PP1/4R1K1 w - - 0 32,e1a1 c7c5 a1a2 c5d4,2264,80,90,720,advantage endgame short,https://lichess.org/6adFwZEl#63
1204,01z5g,6k1/p4p1p/8/5PP1/3pBK2/1b6/p2r3P/2R5 b - - 5 41,h7h6 c1c8 g8g7 f5f6,1315,79,84,226,endgame mate mateIn2 short,https://lichess.org/dTF4rMML/black#82
1205,01zRG,r2r2k1/p1p2ppp/2p1p3/4Pb2/N2R4/1q5P/5BP1/3Q1RK1 b - - 0 22,f5c2 d4d8 a8d8 d1d8,816,107,92,177,backRankMate mate mateIn2 middlegame short,https://lichess.org/kOXTd0Lj/black#44
1206,01zU8,6k1/3bnppp/p4n2/1pp5/8/1BNP1N2/PPP2PPP/6K1 w - - 0 19,c3e4 f6e4 d3e4 c5c4 b3c4 b5c4,1562,75,98,1443,advantage endgame long trappedPiece,https://lichess.org/O9lWuwI8#37
1207,01zX0,8/p3npp1/1p4kp/8/3BKP1P/Pr2P1P1/R7/8 b - - 0 35,e7f5 h4h5 g6h7 e4f5,1282,75,91,1473,crushing deflection endgame short,https://lichess.org/SQEP4ZCv/black#70
1208,01zXk,6k1/5p2/4p1r1/2Q3P1/7P/8/r7/6K1 b - - 0 49,f7f6 c5c8 g8h7 c8b7 h7h8 b7b1,2466,96,98,84,crushing endgame exposedKing long queenRookEndgame,https://lichess.org/sWqqc3n6/black#98
1209,01zia,4r2k/6p1/7p/2P4P/2RP1P2/5Q2/3N1K2/q7 w - - 7 46,c5c6 a1e1 f2g2 e1d2,2180,77,59,308,crushing endgame fork short,https://lichess.org/5SgKcTlO#91
1210,01zuf,3r1rk1/pb3p1p/1pn2Ppb/3pP1n1/7q/1P4N1/PB2N1PP/RB1Q1RK1 w - - 1 20,f1f4 g5h3 g2h3 h6f4 e2f4 h4f4,1695,74,92,522,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/vnS3rlUD#39
1211,01zxo,5rk1/pp3Qpp/8/2P5/3R4/7P/5RPK/q7 b - - 0 30,f8f7 d4d8 f7f8 f2f8,849,103,91,562,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/nj1JlCSh/black#60
1212,0202T,2r3k1/5ppp/2rqp3/2p5/PpQP4/6P1/2R1PP1P/2R3K1 b - - 2 27,c5d4 c4c6 c8c6 c2c6 d6c6 c1c6,642,103,88,740,crushing endgame long,https://lichess.org/NSQedfY7/black#54
1213,0203f,r5k1/p2q2b1/1p4pR/2p1r3/2PpNp2/3P1P2/PPQ2KP1/7R b - - 0 25,g7h6 e4f6 g8g7 f6d7,1045,314,44,7,crushing fork middlegame short,https://lichess.org/4c254PVQ/black#50
1214,0207Y,8/6p1/p1p1n2p/1p2Pk2/7K/P3R3/1PP5/8 w - - 0 40,h4h5 e6f4 h5h4 f4g2 h4g3 g2e3,1500,500,82,1,crushing endgame fork long,https://lichess.org/WBYPtZtr#79
1215,020Bj,8/3b2kp/8/8/p1pp4/P7/K4R1b/2B5 b - - 1 39,h2g3 f2g2 g7f6 g2g3,1113,80,90,61,advantage endgame pin short,https://lichess.org/kOmBAqBV/black#78
1216,020IV,8/4kp1p/p7/1p1K2p1/2pP2P1/2P4P/P7/8 b - - 1 32,e7f6 a2a3 a6a5 d5c5,2690,97,91,1224,advantage endgame pawnEndgame quietMove short,https://lichess.org/SvyPh2kA/black#64
1217,020Ow,8/8/p7/1p6/8/PPK5/4k3/8 b - - 0 57,e2e3 c3b4 e3d2 b4a5 b5b4 a5b4,2282,78,89,803,crushing endgame long pawnEndgame,https://lichess.org/9mQmbavX/black#114
1218,020XG,2rk1r2/ppp3RR/4P3/8/b1P1p3/P3P3/4KP2/8 b - - 2 36,f8e8 g7d7 a4d7 h7d7,1048,81,87,228,endgame mate mateIn2 sacrifice short,https://lichess.org/IsYyI1LZ/black#72
1219,020eQ,3qr1k1/3b1p2/2p1pPp1/2NpN1Pp/1P1P3n/8/3Q1P2/R5K1 w - - 0 25,e5d7 h4f3 g1g2 f3d2,943,189,100,12,crushing fork middlegame short,https://lichess.org/IUqGqiqh#49
1220,020iL,1r4k1/2p2ppp/p1p1p3/2P5/P1PP3q/R1nBPQ2/6P1/6K1 w - - 0 28,a3c3 h4e1 g1h2 e1c3,1310,75,94,3733,crushing endgame fork short,https://lichess.org/cu7tsMHi#55
1221,020s4,r4k2/5ppp/1pN5/1P1N4/8/4P1P1/pr3P1P/R5K1 w - - 1 32,c6b4 b2b1 g1g2 b1a1,1194,77,88,178,crushing endgame short,https://lichess.org/y0ez78m5#63
1222,020sL,3r1rk1/pq4p1/4pnNp/1p6/1P6/P5P1/4QR1P/3R2K1 b - - 2 31,b7f7 g6f8 d8d1 e2d1,2080,75,91,2032,advantage middlegame short,https://lichess.org/RPE2FC10/black#62
1223,020tK,8/3K1kp1/7p/4Pn1P/4N3/8/8/8 b - - 4 51,f5d4 e4d6 f7f8 e5e6 d4e6 d7e6,1153,77,88,69,crushing endgame knightEndgame long,https://lichess.org/IB0VTTpi/black#102
1224,0218S,8/8/8/3B4/5ppk/6p1/6K1/8 w - - 2 55,d5e6 f4f3 g2h1 h4h3 e6d5 g3g2 h1g1 h3g3 d5f3 g3f3,2292,75,72,134,advancedPawn bishopEndgame crushing endgame exposedKing veryLong zugzwang,https://lichess.org/t4k1RSvL#109
1225,021Bw,3rr1k1/1ppq1p1p/p2b2p1/5b2/3B4/2P3P1/PP1Q1PBP/3RR1K1 w - - 8 20,g2b7 c7c5 d4f6 d7b7 f6d8 e8d8,2429,81,68,56,advantage discoveredAttack long middlegame,https://lichess.org/UBKAAepV#39
1226,021GH,6Q1/pp4p1/3R3p/7k/2P4n/4P2P/5qPK/8 w - - 6 37,g8g7 h4f3 h2h1 f2e1,1350,75,92,1109,endgame mate mateIn2 pin short,https://lichess.org/ZLiap2Hf#73
1227,021J6,8/6p1/Pk5p/1B1n1P2/1K6/8/7P/8 w - - 3 42,b4a4 d5c3 a4b3 c3b5 b3c4 b6c6,2435,102,35,23,crushing defensiveMove deflection endgame long,https://lichess.org/jbuYDCrm#83
1228,021U1,r7/bp6/4kNQ1/1b2Pp1p/p2R1P1N/P1q2K2/6PP/7R w - - 5 31,f3f2 a7d4,1694,187,100,22,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/fgXwKmjm#61
1229,021Wm,r4r2/8/p3k2p/2pRnpp1/P7/5P1N/4N1PP/2K4R w - - 2 29,d5c5 e5d3 c1d1 d3c5,1223,139,0,16,advantage fork middlegame short,https://lichess.org/srQjLchc#57
1230,021YZ,1r4r1/p1kq1p2/3pb3/p2Bp2p/2P3np/P1QPP1P1/5P2/1R2R1K1 b - - 4 23,e6d5 c4d5 c7d8 b1b8,1319,74,91,326,crushing discoveredAttack middlegame short,https://lichess.org/wa6BKyGB/black#46
1231,021aU,7k/6pp/2R1p3/p4p2/Q2rq3/6P1/3K1P2/3R4 w - - 0 47,a4d4 e4d4 d2c1 d4a1,1535,76,88,647,advantage endgame hangingPiece short,https://lichess.org/GDL7tjwr#93
1232,021c0,1r3rk1/4qppp/3bp3/p2p2PP/2nP1P2/2N5/PP2Q3/1KBR3R b - - 4 24,d6f4 c3d5 e7d7 d5f4,2219,75,91,1165,advantage middlegame short,https://lichess.org/TzBDYvnF/black#48
1233,021cG,5rk1/2p2p2/ppB1p1p1/4n3/1PP3q1/P1Q4R/5PPP/3R2K1 w - - 1 27,c3e5 g4d1 e5e1 d1e1,608,92,77,360,endgame hangingPiece kingsideAttack mate mateIn2 short,https://lichess.org/EvKDthbj#53
1234,021cc,8/8/2p1k1p1/p2pP3/P2K1PP1/8/8/8 w - - 0 39,d4c5 g6g5 f4g5 e6e5,1530,85,92,65,crushing deflection endgame pawnEndgame short,https://lichess.org/IJfOe8LF#77
1235,021eN,1rr5/R3p2p/3p2p1/4k3/3RP3/1pP1K3/1P4PP/8 b - - 6 35,c8c3 b2c3 b3b2 d4d1,2152,116,83,15,advantage endgame hangingPiece rookEndgame short,https://lichess.org/QYsuTjsb/black#70
1236,021me,7R/p5pk/1p1Np2p/4qp2/8/6P1/PP3PP1/1Br1nRK1 b - - 5 30,h7h8 d6f7 h8g8 f7e5,1081,142,83,20,advantage endgame fork master short,https://lichess.org/SP83qhbF/black#60
1237,021n0,8/4B2p/4p3/1k4PP/7r/1p2n1K1/8/1R6 b - - 5 38,h4h5 b1b3 b5c6 b3e3,850,102,79,394,advantage endgame fork short,https://lichess.org/HdbLrl7c/black#76
1238,021wj,8/1Q2n3/1p2k3/8/P2qp3/5pP1/1r1p1P1P/3R1RK1 w - - 2 45,b7a6 e4e3 a6a8 e3e2,1781,74,90,994,advancedPawn crushing endgame short,https://lichess.org/max4p5pE#89
1239,0220F,1rb3k1/pp4p1/3Qp2p/1N1pP1q1/3P2n1/P7/1P4PP/R4BK1 w - - 4 25,a1e1 g5h4 h2h3 h4f2 g1h1 f2e1,2257,78,89,754,crushing fork long middlegame pin,https://lichess.org/cffy1N6q#49
1240,0220o,2rr2k1/ppb2pNp/2n3q1/3p1N2/1P3P2/P3P1nP/1B2Q1P1/2R2RK1 w - - 3 23,e2f2 g3f5 g7f5 g6f5,1373,74,92,9668,advantage master middlegame short,https://lichess.org/6bINHamE#45
1241,0227w,8/2pr1p2/1p3kp1/pKpP4/P3PP1p/8/1P3R2/8 b - - 1 32,g6g5 b5c6 d7e7 e4e5 f6g6 d5d6 c7d6 e5d6,2292,86,97,44,crushing endgame rookEndgame veryLong,https://lichess.org/IAXJGGDj/black#64
1242,022C8,r1q2rk1/1b4pp/p2b1n2/2ppN2Q/2P5/P1NBP2P/5PP1/1R2R1K1 w - - 3 20,h5f5 c8f5 d3f5 d6e5 f5e6 g8h8,1784,83,81,56,advantage capturingDefender long middlegame,https://lichess.org/wcfZgdFj#39
1243,022Lj,8/R5p1/5k1p/8/7K/1r5P/6P1/8 w - - 0 38,g2g4 g7g5 h4h5 b3h3,1167,86,71,31,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/mEeIGqcO#75
1244,022Uz,8/p7/5kpp/b4p2/2R5/1B4P1/P2r1P1P/4K3 w - - 6 36,c4c5 d2d5 c5a5 d5a5,1562,75,95,871,crushing discoveredAttack endgame short,https://lichess.org/apnCE3CT#71
1245,022dd,r7/3r1kp1/8/4B2R/7R/p6P/5PP1/2n2K2 w - - 8 33,h4c4 d7d1,1194,215,100,21,endgame mate mateIn1 oneMove,https://lichess.org/ELYdfeVO#65
1246,022ib,2kr4/2p2pp1/8/1R2PP1p/6n1/8/4Q1PP/3q2BK w - - 1 28,e2b2 d1g1 h1g1 d8d1,1623,73,96,12440,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/RMJWhohP#55
1247,022ky,4r3/5p2/1Q2k3/3p4/7K/P5PN/7q/8 b - - 11 49,e6e5 b6e3 e5d6 e3e8,1298,77,78,139,crushing endgame short skewer,https://lichess.org/Ny3y7Idv/black#98
1248,022wG,6Qk/pp2B1pp/1q1b4/2pP4/2P1r3/1P5P/P5P1/3R1RK1 b - - 0 28,h8g8 f1f8,760,113,100,59,endgame mate mateIn1 oneMove,https://lichess.org/fX3zO1IZ/black#56
1249,022x4,r7/p1ppq1kr/b1p2Npp/4P3/Q5P1/8/PPP2PK1/4R3 w - - 0 25,f6h7 a6b5 a4e4 g7h7,1840,75,88,713,advantage endgame intermezzo short,https://lichess.org/oIpd3uu6#49
1250,0234Y,8/6p1/3k3p/8/pp1r4/4RP1P/B3K1P1/8 w - - 0 46,e3d3 d4d3 e2d3 b4b3 a2b1 a4a3 d3c3 a3a2 b1a2 b3a2,1234,78,91,1374,advancedPawn crushing endgame veryLong,https://lichess.org/dVUJNIdf#91
1251,02370,3k3r/1Qp1bpp1/4b2p/3pN3/3q4/rP1B4/2P2PPP/1K1R2R1 w - - 0 28,e5f7 e6f7 b7b8 d8d7 d3b5 d7d6 b8c7 d6c7,2085,75,94,3262,crushing hangingPiece middlegame veryLong,https://lichess.org/V4R8EwiJ#55
1252,023E4,1r5N/1p1kR1bp/p7/2pN3B/2Pn1P2/8/b5PP/6K1 b - - 1 25,d7d6 h8f7 d6c6 e7c7,1542,82,100,104,hookMate mate mateIn2 middlegame short,https://lichess.org/94q1e8Cj/black#50
1253,023GF,5k2/R5pp/4pp2/8/2p5/1p2N1P1/1P3PKP/2r5 w - - 0 31,a7d7 c4c3 b2c3 b3b2,1196,76,96,1288,advancedPawn crushing endgame short,https://lichess.org/xFPlIFCp#61
1254,023LV,1rq2rk1/3b1pnp/3p2p1/4b3/2PBP3/6PP/3QN1BK/1R3R2 b - - 0 22,c8c4 b1b8 f8b8 d4e5 d6e5 d2d7,2034,76,85,107,advantage discoveredAttack long middlegame,https://lichess.org/6OMk0yiz/black#44
1255,023NL,3rk3/R4p2/p6p/1p4pB/8/1b2P3/1P2KPPP/3r3R w - - 8 26,h1d1 b3d1 e2e1 d1h5,1380,75,85,226,advantage endgame short skewer,https://lichess.org/LLYXXR6P#51
1256,023Oc,1r3r2/6qp/4B2k/p2N2p1/P4bPP/1P2Q3/2P5/2KR4 w - - 1 31,h4g5 f4g5 d1h1 h6g6 e6f5 f8f5 g4f5 g6f7 f5f6 g5e3,2513,86,77,55,crushing middlegame pin veryLong,https://lichess.org/gTDrWrrf#61
1257,023VO,8/1kp5/p6R/5p2/1Pr4p/P3BP1P/1b2K1P1/8 w - - 1 40,e2d3 c4c3 d3d2 c3e3,1486,74,90,1087,advantage endgame short,https://lichess.org/OwR67sy3#79
1258,023Yd,4r3/2k3P1/2p5/R7/8/6P1/1p1rB3/4RK2 w - - 2 34,a5a2 d2e2 e1e2 b2b1q,2207,78,90,1313,advancedPawn advantage deflection endgame promotion short,https://lichess.org/cvCKQRcG#67
1259,023cH,Qn3rk1/p1p3pp/1p1p1q2/8/1P5b/P5P1/3N1PBP/R1B2K2 w - - 1 24,d2e4 f6a1,1161,78,73,105,advantage hangingPiece middlegame oneMove pin,https://lichess.org/e9r3tlTY#47
1260,023oo,r5k1/pp5p/2pN2p1/2P1n3/5Pq1/1P5b/P4RB1/Q5K1 b - - 2 24,a8f8 a1e5 h3g2 f2g2,1245,75,93,470,advantage hangingPiece middlegame short,https://lichess.org/6oHAJVCE/black#48
1261,023sA,5r1k/p1p2qpp/6b1/1P1nP3/8/1Q2P1R1/PB4PP/3R2K1 w - - 2 26,b3d5 f7f2 g1h1 f2f1 d1f1 f8f1,1395,90,84,254,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/xSDjaF7E#51
1262,023un,3r2k1/1p4pp/4p3/p1nnp3/8/5PP1/PPN1K2P/2NR4 b - - 1 22,d5f4 g3f4 d8d1 e2d1,1068,82,89,76,advantage endgame short,https://lichess.org/O0pcmPeD/black#44
1263,0240M,4k1r1/1p4NR/p7/P2pPP2/1r4p1/8/6K1/8 b - - 0 40,e8d8 f5f6 d8c8 f6f7 g8f8 g7e6,2450,81,84,117,advancedPawn crushing endgame long,https://lichess.org/7v5tGe1K/black#80
1264,0243k,r1r3k1/4qpbp/1B2p1p1/p2b4/8/PP2PN2/4QPPP/2R2RK1 w - - 1 21,b6c5 c8c5 c1c5 e7c5,1369,357,100,1,crushing middlegame short,https://lichess.org/PaIEyiMV#41
1265,0248u,8/8/8/p2k1p2/2pP1P2/2K5/1P6/8 b - - 0 37,d5e4 c3c4 e4f4 d4d5 f4e5 c4c5 f5f4 d5d6 e5e6 c5c6,1214,77,85,127,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/oW1HIbhI/black#74
